#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,151  .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001393000757 NISSAN PATHFINDER 2.5 DCI FE -´MATRICULA 9229DWK VIGENCIA DEL 22/02/17 AL 22/02/18 -  - INFORME FAVORABLE DE INTERVENCION 110/17 - APROBADO Dº 516/2017 - NUMERO DE FAC.: 764646378 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 14/02/2017,"589,15","0,00",,,,
,9201 .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0004103001285 NISSAN NV200 1.DCI COMFORT EU6 MATRICULA 1802 JLW VIGENCIA DEL 18/02/2017 AL 18/02/2018 - INFORME FAVORABLE DE INTERVENCION 110/17 - APROBADO Dº 516/2017 - NUMERO DE FAC.: 764450292 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 14/02/2017,"1.301,64","0,00",,,,
,9201 .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0004103001286 NISSAN NV200 1.DCI COMFORT MATRICULA 1814JLW VIGENCIA DEL 18/02/17 AL 18/02/18 -  - INFORME FAVORABLE DE INTERVENCION 110/17 - APROBADO Dº 516/2017 - NUMERO DE FAC.: 764546669 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 14/02/2017,"1.301,64","0,00",,,,
,9201 .22401  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001034027555 - PEUGEOT PARTNER 1.9 D 170 C - MATRICULA 0193CTN VIGENCIA DEL 30/03/17 AL 30/03/18 - APROBADO Dº 700/17 - NUMERO DE FAC.: 768743015 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"431,63","0,00",,,,
,9201 .22401  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001140061694 - AUSA CH 250 - E3072BDL VIGENCIA DEL 17/3/17 AL 17/3/18 - APROBADO Dº 700/2017 - NUMERO DE FAC.: 769115777 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"180,23","0,00",,,,
,9201 .22401  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0002011553173 - AUSA 200 RMP MATRICULA 029608VE - VIGENCIA DEL 21/3/17 AL 21/3/18 - APROBADO Dº 700/17  - NUMERO DE FAC.: 769087478 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"130,60","0,00",,,,
,338  .22400  ,,02/06/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0961770006666 - AMPLIACION FIESTAS CORPUS 2017 - VIGENCIA DEL 9-06-17 AL 19-6-17 - APROBADO Dº 1482/2017 - NUMERO DE FAC.: 779965774 DE FECHA OPERACION: 18/05/2017 Y FECHA REG. INTERVENCIÓN: 18/05/2017,"750,00","0,00",,,,
,3341 .22400  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 700-1406930 - SEGURO VIAJE ARGELIA JUAN CARLOS GCIA GONZALEZ Y LAILIEN MENCIA MARTIN -  VIGENCIA DEL 28/02/2017 AL 5/3/2017 - APROBADO Dº 495/2017 - NUMERO DE FAC.: 700-1406930 DE FECHA OPERACION: 28/02/2017 Y FECHA REG. INTERVENCIÓN: 28/02/2017,"28,78","0,00",,,,
,912  .22401  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0004103000939 - AUDI A6 2.5 TDI AVANT - MATRICULA 1776CPV - VIGENCIA DEL 7/3/17 AL 7/3/18 - APROBADO Dº 700/2017 - NUMERO DE FAC.: 768877765 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"526,51","0,00",,,,
,130  .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001140052192 - HYUNDAI TERRACN 2.9 CRDI MATRICULA 4890DJL - VIGENCIA DEL 26/04/2017 AL 26/04/2017 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773562242 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"4.375,21","0,00",,,,
,130  .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001140051203 - MATRICULA 4015DHF - PEUGEOT 307 1.6 HDI XR CLIM PLUS - MATRICULA 4015 DHF - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773561140 DE FECHA OPERACION: 26/04/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"2.453,93","0,00",,,,
,9201 .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0006368410930 - SEAT IBIZA 1.9 SDI STELLA - MATRICULA 9908 CMX - VIGENCIA DEL 01/04/17 AL 01/04/18 - APROBADO Dº 1116/2017  - NUMERO DE FAC.: 773496734 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"854,76","0,00",,,,
,9201 .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001393000792 - NISSAN NAVARA 2.5 DCI XE MATRICULA 6936DYC - VIGENCIA 04/04/2017 AL 04/04/2018 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773316785 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"807,25","0,00",,,,
,9201 .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001393000790 - NISSAN NAVARA 2.5 DCI XE KING - MATRICULA 6939DYC - VIGENCIA DEL 04/04/2017 AL 04/04/2018 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773316586 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"822,58","0,00",,,,
,9201 .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0000162401162 - NISSAN KUBISTAR 1.5 DCI PREMIUM - MATRICULA 0126FNK - VIGENCIA DEL 20/04/17 AL 20/04/18 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773638022 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"662,77","0,00",,,,
,9201 .22401  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001393000791 - NISSAN NAVARA 2.5 DCI XE MATRICULA 7942DYC - VIGENCIA DEL 04/04/17 AL 04/04/18 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 773316787 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"805,71","0,00",,,,
,135  .22406  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0961770004782 - VIGENCIA DEL 15/02/17 AL 01/04/17 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 77569278574 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"102,69","0,00",,,,
,9202 .22400  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.","RESPONSABILIDAD CIVIL GENERAL""PÓLIZA"":0961770004765""RECIBO"":776178934- APROBADO Dº 1116/2017 - NUMERO DE FAC.: 201723190 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 07/04/2017","9.164,09","0,00",,,,
,9202 .22400  ,,17/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0961770004765 - RESPONSABILIDAD CIVIL GRA. - VIGENCIA DEL 7/02/17 HASTA 01/04/17 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 77568098109 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 28/04/2017,"4.330,28","0,00",,,,
,130  .22401  ,,22/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0005914900179 - YAMAHA XT 660R MATRICULA 6655HFC - VIGENCIA DEL 01/04/17 AL 01/04/18 - APROBADO Dº 1321/2017 - NUMERO DE FAC.: 773489167 DE FECHA OPERACION: 09/05/2017 Y FECHA REG. INTERVENCIÓN: 10/05/2017,"173,59","0,00",,,,
,130  .22401  ,,22/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0006368410106 - SEAT ALTEA 2.0 TDI CR STYLE - MATRICULA 5193HFB - VIGENCIA 01/04/2017 AL 01/04/2018 - APROBADO Dº 1321/2017 - NUMERO DE FAC.: 773496540 DE FECHA OPERACION: 09/05/2017 Y FECHA REG. INTERVENCIÓN: 10/05/2017,"3.618,94","0,00",,,,
,130  .22401  ,,22/05/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0005914900180 - YAMAHA XT 660R MATRICULA 6630 HFC - VIGENCIA 01/04/17 AL 01/04/18- APROBADO Dº 1321/2017 - NUMERO DE FAC.: 773489553 DE FECHA OPERACION: 09/05/2017 Y FECHA REG. INTERVENCIÓN: 10/05/2017,"173,59","0,00",,,,
,130  .22401  ,,19/06/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001140063880 - LAND ROVER FREELANDER 2.0 TDI MATRICULA M006065ZL - VIGENCIA DEL 13/06/17 AL 13/06/18 - APROBADO Dº 1733/2017 - NUMERO DE FAC.: 781499238 DE FECHA OPERACION: 06/06/2017 Y FECHA REG. INTERVENCIÓN: 08/06/2017,"2.806,81","0,00",,,,
,9201 .22401  ,,19/06/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001140054228 - CASE 580 SR - MATRICULA E5862BDD - VIGENCIA DEL 15/06/17 AL 15/06/18 -  APROBADO Dº 1733/2017  - NUMERO DE FAC.: 781499960 DE FECHA OPERACION: 06/06/2017 Y FECHA REG. INTERVENCIÓN: 08/06/2017,"158,09","0,00",,,,
,130  .22400  ,,30/06/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",PÓLIZA 0961770004782 - MIEMBROS PROTECCION CIVIL - VIGENCIA DEL 31/03/17 AL 01/07/17 - APROBADO Dº 1842/2017 - NUMERO DE FAC.: 776181842 DE FECHA OPERACION: 20/06/2017 Y FECHA REG. INTERVENCIÓN: 22/06/2017,"207,66","0,00",,,,
,340  .22400  ,,30/06/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",PÓLIZA 0003982703753 - FORD TRANSIT 190 L FURGO TD MATRICULA 9203FVW - VIGENCIA DEL 01/03/17 AL 01/03/18 - APROBADO Dº 1842/2017 - NUMERO DE FAC.: 776662229 DE FECHA OPERACION: 20/06/2017 Y FECHA REG. INTERVENCIÓN: 22/06/2017,"516,25","0,00",,,,
,9201 .22605  ,,13/07/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",INDEMNIZACION PATRIMONIAL EXPTE. RRC/02-16 - DECRETO APROBACION 2004/2017,"300,00","0,00",,,,
,130  .22401  ,,24/07/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0001893000510 - NISSAN PICK-UP 4X4 DOBLE CABINA MATRICULA 6239 CWW VIGENCIA DEL 8/06/17 AL 8/06/18 - APROBADO Dº 2099/2017 - NUMERO DE FAC.: 781500946 DE FECHA OPERACION: 12/07/2017 Y FECHA REG. INTERVENCIÓN: 01/07/2017,"1.481,30","0,00",,,,
,340  .22400  ,,22/03/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0551380499122 ACTIVIDADES DEPORTIVAS SIN FEDERAR 2º T - VIGENCIA DEL 25-1-17 AL 25-4-17.  INFORME DESFAVORABLE INTERVENCION 21/17 - APROBADO Dº ALCALDIA 127/2017 - NUMERO DE FAC.: 748023765 DE FECHA OPERACION: 23/01/2017 Y FECHA REG. INTERVENCIÓN: 20/01/2017,"3.574,01","0,00",,,,
,221  .16204  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 117-99.0415275-0000 - PERIODO 01/03/2017 AL 01/04/2017 - Recibo nº 16790030 SEGURO COLECTIVO VIDA.- APROBADO Dº 1116/2017 - NUMERO DE FAC.: Emit-M-/1712 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 12/04/2017,"6.327,87","0,00",,,,
,330  .22400  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0556080099865 - BANDA DE MUSICA- VIGENCIA DEL 17/05/2017 AL 17/05/2018 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 767907151 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"797,34","0,00",,,,
,241  .22402  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0551680085986 - EMPLEADOS EVENTUALES - VIGENCIA DEL 11/03/17 AL 11/03/18 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 761019913 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 19/04/2017,"889,68","0,00",,,,
,340  .22404  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0551380499122 - ACTIVIDADES DEPORTIVAS SIN FEDERAR 3 TRIMESTRE - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 748023766 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"3.573,99","0,00",,,,
,320  .22400  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0556080033500 - ESCUELA DE NIÑOS LUNA LUNERA - VIGENCIA DEL 2/2/17 AL 2/2/18 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 746253150 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"524,92","0,00",,,,
,135  .22406  ,,09/05/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0551580224310 - VOLUNTARIOS DE PROTECCION CIVIL - VIGENCIA 11/05/2017 AL 11/05/2018 - APROBADO Dº 1116/2017 - NUMERO DE FAC.: 767883954 DE FECHA OPERACION: 24/04/2017 Y FECHA REG. INTERVENCIÓN: 26/04/2017,"3.058,89","0,00",,,,
,3341 .22400  ,,19/06/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 0551480148645 - LAS TARDES DE ARROYO - VIGENCIA DEL 20/03/17 AL 20/03/18 - APROBADO Dº 1733/2017 - NUMERO DE FAC.: 761026875 DE FECHA OPERACION: 06/06/2017 Y FECHA REG. INTERVENCIÓN: 08/06/2017,"300,19","0,00",,,,
,221  .16204  ,,30/06/2017,A28229599,"MAPFRE VIDA., S.A.",PÓLIZA 117-99.0415275.0 0000 - SEGURO VIDA EMPLEADOS - VIGENCIA DEL 01/04/17 AL 01/07/17 - APROBADO Dº 1842/2017 - NUMERO DE FAC.: 28365074 DE FECHA OPERACION: 20/06/2017 Y FECHA REG. INTERVENCIÓN: 22/06/2017,"12.843,44","0,00",,,,
,912  .22400  ,,30/06/2017,A28229599,"MAPFRE VIDA., S.A.",PÓLIZA 117-03-0434632.0 0000 - SEGURO VIDA ORGANOS GOBIERNO - VIGENCIA DEL 01/04/17 AL 01/07/17 - APROBADO Dº 1842/2017 - NUMERO DE FAC.: 28365075 DE FECHA OPERACION: 20/06/2017 Y FECHA REG. INTERVENCIÓN: 22/06/2017,"3.521,16","0,00",,,,
,912  .22400  ,,24/07/2017,A28229599,"MAPFRE VIDA., S.A.",POLIZA 1117-03.0434632.0 0000 - SEGURO VIDA ORGANOS GOBIERNO- VIGENCIA DEL 15/12/2016 AL 01/04/2017 - APROBADO Dº 2099/2017 - NUMERO DE FAC.: 28059729 DE FECHA OPERACION: 12/07/2017 Y FECHA REG. INTERVENCIÓN: 12/07/2017,"4.106,06","0,00",,,,
,9202 .22001  ,,21/04/2017,B82947326,"MARCIAL PONS LIBRERO, S.L.",EXPTE COMPRAS 240/17 PROCEDIMIENTO EXIGENCIA RESPONSABILIDAD - APROBADA POR DECRETO 1000/2017 - NUMERO DE FAC.: 0807077254 DE FECHA OPERACION: 11/04/2017 Y FECHA REG. INTERVENCIÓN: 04/04/2017,"79,88","0,00",,,,
,912  .23300  ,,16/02/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS DESDE 16/12/2016 A 15/01/2017.APROBADO POR DECRETO NR 198/2017 Y DECRETO ORDENACION PAGO 199/2017,"300,00","45,00",,,,
,912  .23300  ,,10/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 PERIODO ENTRE 16/01/2017 Y 15/02/2017. APROBADO POR DECRETO NR 491/2017,"690,00","103,50",,,,
,912  .23300  ,,05/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017. PERIODO ENTRE 16 DE FEBRERO Y 15 DE MARZO. APROBADO POR DECRETO NR 795/2017 Y DECRETO DE ORDENACION 796/2017,"300,00","45,00",,,,
,912  .23300  ,,05/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 PERIODO ENTRE 16/03/2017 Y 15/04/2017. APROBADO POR DECRETO Nº 1094/2017 Y DECRETO DE ORDENACION Nº 1095/2017,"390,00","58,50",,,,
,912  .23300  ,,09/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 DE 16/04/2017 A 15/05/2017 APROBADO POR DECRETO NR 1628/2017 Y DECRETO DE ORDENACION 1655/2017,"300,00","45,00",,,,
,912  .23300  ,,03/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 - PERIODO DEL 16/05/17 AL 15/06/17 - DECRETO DE APROBACION 1871/2017,"390,00","58,50",,,,
,912  .23300  ,,27/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 PERIODO ENTRE 16/06/2017 Y 15/07/2017.APROBADO POR DECRETO 2203/2017 Y DECRETO DE ORDENACION 2204/2017,"300,00","45,00",,,,
,912  .23300  ,,21/08/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ASISTENCIA ORGANOS COLEGIADOS 2017 - PERIODO DEL 16/07/2017 AL 15/08/2017 - APROBADO POR DECRETO 2492/2017,"300,00","45,00",,,,
,9202 .12000  ,,03/01/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ABONO DIFERENDCIA ENTRE ADMINISTRATIVO Y JEFE RECURSOS HUMANOS DE JUNIO A NOVIEMBRE 2016 EN COMISION SERVICIOS - SEGUN Dº 3190/2016,"5.609,36","1.442,16",,,,
,330  .22609  ,,22/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 5/2017 ESPECTACULO 11/02/2017 - APROBADA POR DECRETO 467/2017 - NUMERO DE FAC.: 01/2017 DE FECHA OPERACION: 27/02/2017 Y FECHA REG. INTERVENCIÓN: 16/02/2017,"3.872,00","0,00",,,,
,432  .22664  ,,08/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PAJ CONCEJALÍA DE TURISMO ""COMIDAD DIRECTOR ESPACIO EN BLANCO RNE"" SEGÚN DECRETO 1218/2017","100,00","0,00",,,,
,432  .22664  ,,06/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SOBRANTE PAJ COMIDA RNE,"-68,50","0,00",,,,
,9202 .22666  ,,29/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 334/2017 ANOTACION DE EMBARGO - APROBADA POR DECRETO 1729/2017 - NUMERO DE FAC.: 121 DE FECHA OPERACION: 06/06/2017 Y FECHA REG. INTERVENCIÓN: 30/05/2017,"502,77","62,33",,,,
,9202 .22666  ,,13/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 334/17 - ANOTACION REGISTRO OPERACION 2017/A 2091. APROBADO Dº 1970/17 - NUMERO DE FAC.: 130 DE FECHA OPERACION: 29/06/2017 Y FECHA REG. INTERVENCIÓN: 21/06/2017,"3.117,35","386,45",,,,
,926  .62606  ,,24/08/2017,B84459791,"MARKETING MANAGER SERVICIOS DE MARKETING, S.L.U. (MDIRECTOR)","EXPTE COMPRAS 483/17 "" PACK COMPLETO DE SERVICIOS PARA CORREOS MASIVOS CONCELAJIA EDUCACION DEPORTES Y CULTURA"" CONCEJALÍA COMUNICACIONES - APROBADA POR DECRETO DE ALCALDIA Nº 2.495/2017 - NUMERO DE FAC.: MD1707F224 DE FECHA OPERACION: 16/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","5.596,25","0,00",,,,
,3341 .15100  ,,02/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,GRATIFICACIONES AGUSTINA MARTIN FIGUERAS APROBADO EN REC 5/2017,"351,54","85,60",,,,
,338  .48015  ,,30/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCIONES CONCURSO DE CARNAVALES 2017 - PEÑA JUNGLAMANIACOS - DECRETO 1437/2016,"300,00","0,00",,,,
,338  .48015  ,,29/08/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION CONCURSO DE AUTOS LOCOS 2017 - PEÑA JUNGLAMANIACOS - DECRETO DE APROBACION 2522/2017,"73,40","0,00",,,,
,338  .48015  ,,30/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCIONES CONCURSO DE CARNAVALES 2017  PEÑA EL KAOS - DECRETO 1437/2016,"61,79","0,00",,,,
,338  .48015  ,,09/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCIONES CONCURSO DE CARNAVALES 2017  PEÑA EL KAOS - DECRETO 1437/2016,"61,79","0,00",,,,
,338  .48015  ,,05/06/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEVOLUCIÓN DE TRANSFERENCIA POR CIERRE DE CUENTA BANCARIA    -      SUBVENCIONES CONCURSO DE CARNAVALES 2017  PEÑA EL KAOS - DECRETO 1437/2016,"-61,79","0,00",,,,
,9202 .83000  ,,10/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PRESTAMO PARA LA REALIZACIÓN DE GASTOS EXTRAORDINARIOS SEGUN DECRETO 536/2017,"4.567,00","0,00",,,,
,338  .48015  ,,29/08/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION CONCURSO DE AUTOS LOCOS 2017 - PEÑA JARRA Y PEDAL - DECRETO DE APROBACION 2522/2017,"44,36","0,00",,,,
,338  .48015  ,,07/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SUBVENCION FIESTAS CORPUS PEÑAS QUE NO RECIBEN CARPA - PEÑA JARRA Y PEDAL - SEGUN ACUERDO DE JGL DE 14/06/2017 - DECRETO DE APROBACION 1930/2017,"300,00","0,00",,,,
